ID,Age,Education,Marital_Status,Income,Dependents,Dt_Customer,Recency,RecencyScore,Frequency,FrequencyScore,Monetary,MonetaryScore,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,Web,Catalog,Store,NumWebVisitsMonth,Complain,1st Campaign,2nd Campaign,3rd Campaign,4th Campaign,5th Campaign,6th Campaign,Segment
3525,44,Bachelor,Together,38200.0,2,2012-12-07,19,4.0,4,0.0,17,0.0,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,Promising
3526,46,Doctoral,Married,38443.0,2,2014-01-27,58,2.0,6,1.0,38,1.0,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,Hibernating
8181,36,Master,Single,38593.0,1,2013-09-13,42,3.0,11,2.0,177,2.0,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,Promising
1029,44,Doctoral,Together,64413.0,1,2013-08-01,27,4.0,12,2.0,279,2.0,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,Promising
7369,33,Master,Married,36959.0,1,2013-10-02,56,2.0,7,1.0,62,1.0,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,Hibernating
2574,37,Doctoral,Married,61996.0,1,2013-01-31,27,4.0,21,4.0,1230,4.0,1050,12,144,0,0,24,3,6,4,8,5,0,1,1,0,1,0,1,Need Attention
8159,46,Bachelor,Married,51287.0,2,2014-04-01,10,4.0,11,2.0,182,2.0,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,Promising
1160,44,Bachelor,Married,13260.0,2,2013-08-23,48,3.0,10,2.0,49,1.0,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,Promising
10242,48,Doctoral,Together,47472.0,2,2013-09-16,39,3.0,8,1.0,75,1.0,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,Promising
5253,58,Master,Together,54603.0,2,2013-07-09,85,1.0,16,3.0,227,2.0,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,At Risk
5966,40,Doctoral,Married,45207.0,2,2012-11-10,64,2.0,15,2.0,215,2.0,203,0,10,0,0,2,5,3,1,6,6,0,0,0,0,1,0,0,Hibernating
5081,47,Master,Together,47821.0,2,2013-10-20,54,2.0,5,0.0,47,1.0,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,Hibernating
5123,63,Master,Married,27450.0,0,2013-04-15,57,2.0,7,1.0,143,2.0,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,Hibernating
5756,31,Bachelor,Together,39453.0,1,2014-04-03,64,2.0,7,1.0,55,1.0,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,Hibernating
8036,43,Master,Together,26850.0,2,2014-04-18,10,4.0,11,2.0,63,1.0,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,Promising
9058,59,Bachelor,Widow,79800.0,0,2012-09-23,65,2.0,22,4.0,1867,5.0,1060,21,530,32,0,224,1,5,11,5,3,0,1,0,1,0,1,1,Can't Lose
5057,53,Master,Married,61794.0,1,2013-09-14,74,1.0,20,4.0,611,3.0,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,At Risk
254,59,Bachelor,Together,53863.0,1,2014-05-17,4,5.0,18,3.0,473,3.0,399,4,30,6,4,30,3,7,1,7,7,0,0,0,0,1,0,0,Need Attention
4179,55,Bachelor,Together,24221.0,0,2013-08-20,94,0.0,6,1.0,55,1.0,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,Hibernating
3710,30,Doctoral,Single,39684.0,1,2012-10-12,41,3.0,7,1.0,81,1.0,19,0,35,6,4,17,2,2,1,2,7,1,0,0,0,0,0,1,Promising
7627,39,Master,Married,92163.0,0,2012-12-12,25,4.0,21,4.0,2086,5.0,817,183,797,106,163,20,0,5,11,5,2,0,1,0,0,0,1,1,Need Attention
4501,49,Master,Single,69882.0,0,2013-11-10,94,0.0,20,4.0,1478,4.0,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,Can't Lose
6424,37,Bachelor,Together,33178.0,1,2014-01-30,9,5.0,5,0.0,49,1.0,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,New Customer
3075,42,Doctoral,Married,59973.0,0,2013-09-11,47,3.0,15,2.0,382,2.0,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,Promising
4992,39,Master,Together,17459.0,1,2013-09-19,12,4.0,9,2.0,69,1.0,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,Promising
5252,45,Bachelor,Divorced,23910.0,1,2012-10-26,80,1.0,6,1.0,67,1.0,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,Hibernating
7444,45,Master,Married,42169.0,2,2013-10-19,20,4.0,6,1.0,30,0.0,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,Promising
6919,36,Master,Married,26224.0,1,2013-06-04,39,3.0,9,2.0,63,1.0,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,Promising
3537,33,Bachelor,Together,31089.0,1,2012-08-17,57,2.0,10,2.0,79,1.0,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,Hibernating
10277,53,Bachelor,Single,30081.0,1,2013-02-21,27,4.0,5,0.0,42,1.0,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,Promising
7972,59,Bachelor,Single,72906.0,0,2013-09-17,79,1.0,17,3.0,1151,4.0,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,At Risk
895,66,Doctoral,Married,61467.0,2,2012-12-09,69,2.0,20,4.0,594,3.0,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,At Risk
1177,48,Master,Together,49618.0,2,2013-01-26,77,1.0,11,2.0,129,2.0,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,Hibernating
7141,28,Master,Single,21888.0,1,2012-12-29,15,4.0,12,2.0,213,2.0,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,Promising
7232,41,Bachelor,Widow,42429.0,1,2014-02-11,99,0.0,7,1.0,67,1.0,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,Hibernating
8477,58,Bachelor,Divorced,26150.0,3,2013-03-11,61,2.0,5,0.0,28,0.0,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,Hibernating
2457,39,Basic,Married,30801.0,1,2012-10-26,23,4.0,6,1.0,45,1.0,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,Promising
988,49,Bachelor,Married,81168.0,0,2014-05-07,84,1.0,18,3.0,1193,4.0,410,0,592,147,22,22,1,6,4,7,3,0,1,0,0,0,0,0,At Risk
7930,45,Master,Single,26877.0,0,2013-08-19,74,1.0,12,2.0,268,2.0,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,Hibernating
4587,70,Master,Widow,45006.0,0,2013-07-18,90,0.0,12,2.0,266,2.0,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,Hibernating
6682,41,Basic,Married,18978.0,1,2012-12-11,41,3.0,5,0.0,37,1.0,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,Promising
6222,47,Bachelor,Married,22574.0,3,2013-10-28,28,4.0,7,1.0,37,1.0,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,Promising
10299,45,Doctoral,Single,48240.0,0,2012-11-09,73,1.0,25,4.0,882,3.0,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,At Risk
3083,40,Bachelor,Married,45837.0,2,2013-07-26,88,1.0,18,3.0,373,2.0,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,At Risk
1503,38,Doctoral,Together,162397.0,2,2013-06-03,31,3.0,1,0.0,107,2.0,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,Promising
8650,36,Bachelor,Widow,54162.0,2,2013-03-18,31,3.0,5,0.0,42,1.0,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,Promising
10862,54,Master,Married,30522.0,1,2012-08-17,6,5.0,17,3.0,326,2.0,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,Need Attention
2782,53,Doctoral,Married,54456.0,1,2013-07-11,23,4.0,17,3.0,404,3.0,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,Need Attention
6941,43,Bachelor,Single,31632.0,0,2013-07-14,92,0.0,6,1.0,95,2.0,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,Hibernating
10972,65,Bachelor,Widow,72298.0,0,2014-03-10,52,2.0,14,2.0,939,4.0,625,35,169,58,17,35,1,4,3,6,1,0,0,0,0,1,1,0,At Risk
10708,36,Master,Single,36975.0,1,2013-12-28,50,2.0,5,0.0,33,0.0,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,Hibernating
3641,38,Bachelor,Married,13624.0,1,2013-01-20,93,0.0,7,1.0,36,1.0,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,Hibernating
10156,39,Bachelor,Single,84196.0,1,2013-06-03,56,2.0,20,4.0,1237,4.0,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,Can't Lose
4299,54,Bachelor,Together,70971.0,1,2012-09-21,28,4.0,34,5.0,1825,5.0,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,Loyal
3469,37,Doctoral,Divorced,34487.0,2,2012-09-06,94,0.0,9,2.0,103,2.0,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,Hibernating
5063,37,Bachelor,Single,28769.0,1,2012-12-18,76,1.0,12,2.0,191,2.0,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,Hibernating
9624,56,Doctoral,Together,65488.0,0,2014-06-13,46,3.0,14,2.0,963,4.0,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,Need Attention
5156,44,Master,Married,62466.0,1,2014-01-15,13,4.0,26,5.0,889,3.0,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,Need Attention
4376,54,Master,Single,32218.0,0,2014-02-15,27,4.0,7,1.0,93,2.0,10,24,15,13,1,30,1,2,1,3,7,0,0,0,1,0,0,1,Promising
8923,41,Bachelor,Single,83917.0,0,2013-04-18,12,4.0,21,4.0,1587,5.0,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,Need Attention
8461,52,Bachelor,Divorced,46102.0,3,2014-03-10,3,5.0,4,0.0,16,0.0,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,New Customer
6945,62,Bachelor,Single,84574.0,0,2013-06-04,72,1.0,32,5.0,1375,4.0,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,Can't Lose
944,52,Bachelor,Married,56181.0,1,2013-01-08,6,5.0,14,2.0,393,2.0,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,Promising
1907,64,Master,Divorced,63120.0,1,2012-09-28,53,2.0,26,5.0,1477,4.0,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,Can't Lose
701,43,Bachelor,Married,73691.0,1,2013-11-06,58,2.0,18,3.0,1179,4.0,707,21,250,85,43,73,2,6,2,8,2,0,0,0,1,0,0,0,At Risk
3856,54,Bachelor,Together,63381.0,1,2012-10-05,78,1.0,26,5.0,1005,4.0,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,Can't Lose
4149,66,Doctoral,Together,76140.0,0,2014-05-13,57,2.0,21,4.0,1348,4.0,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,Can't Lose
2131,55,Doctoral,Divorced,62859.0,1,2012-12-30,37,3.0,23,4.0,1307,4.0,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,Need Attention
2942,50,Bachelor,Single,45906.0,1,2013-05-07,20,4.0,15,2.0,486,3.0,305,3,27,4,3,144,2,5,4,4,5,0,0,0,1,0,0,0,Need Attention
1173,67,Master,Together,77632.0,0,2013-03-10,73,1.0,13,2.0,2252,5.0,1200,105,758,0,42,147,1,4,2,6,2,0,0,0,0,1,1,1,At Risk
4381,43,Doctoral,Married,46463.0,2,2013-08-18,56,2.0,17,3.0,235,2.0,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,At Risk
4611,44,Bachelor,Together,105471.0,0,2013-01-21,36,3.0,30,5.0,1724,5.0,1009,181,104,202,21,207,0,9,8,13,3,0,1,0,0,0,1,1,Loyal
3376,44,Master,Divorced,55282.0,1,2013-12-13,9,5.0,11,2.0,235,2.0,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,Promising
4679,37,Master,Married,78710.0,1,2014-05-23,42,3.0,28,5.0,1092,4.0,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,Loyal
10928,56,Bachelor,Together,66886.0,1,2013-09-16,28,4.0,17,3.0,599,3.0,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,Need Attention
6728,29,Bachelor,Together,29103.0,1,2012-08-27,38,3.0,6,1.0,48,1.0,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,Promising
4725,64,Doctoral,Together,50616.0,1,2014-04-13,71,1.0,7,1.0,67,1.0,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,Hibernating
3277,59,Bachelor,Divorced,49431.0,1,2012-08-03,9,5.0,15,2.0,365,2.0,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,Promising
5555,39,Bachelor,Divorced,153924.0,0,2014-02-07,81,1.0,0,0.0,6,0.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Hibernating
2564,61,Bachelor,Together,61278.0,1,2014-01-04,87,1.0,10,2.0,165,2.0,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,Hibernating
946,56,Master,Together,26490.0,0,2012-09-22,92,0.0,11,2.0,210,2.0,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,Hibernating
6940,48,Doctoral,Single,46734.0,3,2013-10-21,86,1.0,12,2.0,223,2.0,100,1,39,6,1,76,4,3,2,3,6,0,0,0,1,0,0,0,Hibernating
55,51,Bachelor,Together,56253.0,1,2012-12-07,83,1.0,22,4.0,597,3.0,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,At Risk
7093,29,Bachelor,Married,19986.0,1,2013-11-14,74,1.0,4,0.0,22,0.0,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,Hibernating
1777,34,Basic,Married,25965.0,0,2012-09-07,29,3.0,6,1.0,74,1.0,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,Promising
8162,58,Master,Together,14661.0,0,2013-01-01,88,1.0,5,0.0,26,0.0,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,Hibernating
8754,40,Doctoral,Together,45068.0,1,2013-05-16,25,4.0,4,0.0,20,0.0,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,Promising
1987,27,Basic,Single,21063.0,1,2013-09-25,34,3.0,7,1.0,59,1.0,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,Promising
11007,46,Doctoral,Married,29187.0,1,2013-05-09,43,3.0,5,0.0,34,0.0,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,Promising
9153,50,Doctoral,Married,59304.0,1,2013-07-29,81,1.0,28,5.0,1048,4.0,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,Can't Lose
10379,52,Master,Single,59247.0,2,2013-11-08,87,1.0,21,4.0,574,3.0,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,At Risk
9204,44,Bachelor,Widow,66731.0,1,2012-09-12,33,3.0,17,3.0,1029,4.0,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,Need Attention
3197,34,Bachelor,Married,77353.0,1,2013-12-16,38,3.0,20,4.0,670,3.0,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,Need Attention
2920,39,Doctoral,Single,52614.0,1,2012-12-01,63,2.0,16,3.0,990,4.0,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,At Risk
6961,40,Bachelor,Married,26751.0,2,2014-05-22,26,4.0,4,0.0,11,0.0,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,Promising
4673,51,Doctoral,Married,81300.0,1,2012-10-30,17,4.0,21,4.0,1241,4.0,1004,12,145,32,12,36,3,10,3,5,5,0,1,0,0,0,0,1,Need Attention
9937,35,Bachelor,Single,70337.0,0,2014-01-02,75,1.0,17,3.0,576,3.0,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,At Risk
8779,29,Master,Married,36145.0,1,2013-06-16,13,4.0,12,2.0,172,2.0,56,4,76,17,1,18,4,4,1,3,9,0,0,0,1,0,0,1,Promising
9596,34,Doctoral,Single,65295.0,0,2013-12-23,19,4.0,20,4.0,664,3.0,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,Need Attention
4910,47,Bachelor,Divorced,68743.0,0,2012-08-30,81,1.0,30,5.0,2074,5.0,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,Can't Lose
75,32,Master,Together,41039.0,0,2013-07-25,32,3.0,15,2.0,467,3.0,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,Need Attention
6327,47,Bachelor,Together,65777.0,0,2013-12-19,87,1.0,17,3.0,1146,4.0,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,At Risk
10142,38,Doctoral,Divorced,66476.0,1,2013-03-07,99,0.0,20,4.0,689,3.0,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,At Risk
1501,32,Doctoral,Married,160803.0,0,2012-08-04,21,4.0,44,5.0,1717,5.0,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,Loyal
10767,25,Doctoral,Together,77845.0,0,2014-05-16,40,3.0,21,4.0,1346,4.0,760,40,480,0,40,26,1,3,5,12,1,0,1,0,0,0,1,0,Need Attention
7279,45,Doctoral,Together,69476.0,0,2013-09-30,3,5.0,15,2.0,1044,4.0,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,Need Attention
7230,54,Doctoral,Divorced,50611.0,1,2012-10-04,98,0.0,22,4.0,493,3.0,459,0,24,6,0,4,6,4,5,7,6,0,0,0,0,1,0,1,At Risk
143,44,Bachelor,Single,61209.0,0,2013-08-25,73,1.0,13,2.0,957,4.0,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,At Risk
450,56,Master,Together,42315.0,1,2013-07-12,90,0.0,12,2.0,270,2.0,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,Hibernating
9316,62,Basic,Together,13084.0,0,2013-11-02,29,3.0,5,0.0,29,0.0,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,Promising
6379,65,Master,Widow,47570.0,2,2013-05-29,3,5.0,9,2.0,121,2.0,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,Promising
9239,53,Master,Married,61923.0,2,2013-07-26,94,0.0,8,1.0,126,2.0,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,Hibernating
2868,65,Doctoral,Single,26518.0,2,2013-04-08,33,3.0,8,1.0,57,1.0,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,Promising
10888,53,Bachelor,Single,45938.0,0,2013-11-03,46,3.0,20,4.0,636,3.0,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,Need Attention
1277,54,Bachelor,Together,78468.0,0,2014-04-09,29,3.0,28,5.0,1004,4.0,434,22,388,104,22,34,1,10,7,10,4,0,1,0,0,0,0,0,Loyal
9977,41,Bachelor,Divorced,78901.0,1,2013-09-17,99,0.0,20,4.0,734,3.0,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,At Risk
10196,36,Bachelor,Married,71427.0,2,2014-03-12,26,4.0,20,4.0,614,3.0,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,Need Attention
6384,36,Bachelor,Divorced,71022.0,1,2014-02-11,30,3.0,21,4.0,1453,4.0,909,12,278,0,12,242,3,5,2,11,8,0,0,0,1,0,0,0,Need Attention
8029,26,Master,Single,90247.0,0,2014-04-29,27,4.0,15,2.0,1621,5.0,1184,32,352,21,16,16,1,3,4,7,1,0,1,0,0,1,1,1,Need Attention
6988,28,Bachelor,Married,71952.0,1,2013-01-10,93,0.0,22,4.0,1443,4.0,656,80,455,52,107,93,2,8,4,8,4,0,0,0,1,0,1,0,Can't Lose
4472,44,Doctoral,Divorced,35682.0,1,2014-06-27,34,3.0,6,1.0,57,1.0,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,Promising
6991,63,Bachelor,Divorced,43185.0,1,2013-04-10,88,1.0,20,4.0,637,3.0,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,At Risk
3336,66,Doctoral,Together,66375.0,1,2013-11-21,96,0.0,14,2.0,948,4.0,712,0,45,0,0,191,3,2,4,5,7,0,0,0,1,0,0,0,At Risk
4301,43,Master,Married,35178.0,1,2013-01-10,10,4.0,5,0.0,59,1.0,23,1,13,2,2,18,1,1,1,2,7,0,0,0,1,0,0,1,Promising
1940,28,Bachelor,Married,25252.0,1,2013-07-12,26,4.0,4,0.0,18,0.0,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,Promising
1272,49,Master,Single,55250.0,1,2012-10-21,49,3.0,26,5.0,903,3.0,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,Need Attention
1044,61,Bachelor,Together,58398.0,0,2013-05-14,44,3.0,20,4.0,596,3.0,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,Need Attention
6969,32,Bachelor,Together,50272.0,1,2013-08-07,75,1.0,13,2.0,233,2.0,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,Hibernating
10479,39,Doctoral,Married,76618.0,0,2012-12-07,64,2.0,11,2.0,1511,4.0,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,At Risk
3619,54,Master,Divorced,87305.0,0,2012-09-23,19,4.0,17,3.0,1152,4.0,345,25,501,63,138,80,1,5,3,8,2,0,0,0,0,0,1,1,Need Attention
1715,36,Bachelor,Together,25851.0,1,2013-02-11,45,3.0,7,1.0,48,1.0,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,Promising
10159,44,Bachelor,Divorced,58710.0,1,2013-03-31,77,1.0,31,5.0,1185,4.0,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,Can't Lose
1463,56,Bachelor,Single,45160.0,2,2014-03-29,9,5.0,4,0.0,21,0.0,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,New Customer
5114,49,Master,Married,74806.0,1,2012-12-19,1,5.0,16,3.0,965,4.0,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,Need Attention
4990,60,Bachelor,Married,59111.0,0,2013-05-02,90,0.0,21,4.0,869,3.0,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,At Risk
4329,30,Doctoral,Married,18988.0,1,2014-05-23,43,3.0,6,1.0,16,0.0,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,Promising
10936,49,Bachelor,Married,72190.0,0,2013-02-13,79,1.0,16,3.0,1947,5.0,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,At Risk
4692,38,Bachelor,Married,7500.0,1,2012-08-01,19,4.0,12,2.0,71,1.0,7,0,12,13,7,32,5,4,1,2,9,0,0,0,1,0,0,1,Promising
7212,48,Bachelor,Married,44794.0,1,2014-06-08,99,0.0,6,1.0,65,1.0,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,Hibernating
6086,59,Bachelor,Married,80395.0,0,2013-11-23,62,2.0,24,4.0,1380,4.0,445,25,706,80,76,48,1,6,5,12,2,0,1,0,0,0,0,0,Can't Lose
437,38,Master,Divorced,75012.0,0,2014-01-25,41,3.0,23,4.0,1027,4.0,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,Need Attention
11101,23,Bachelor,Together,89891.0,0,2013-04-15,17,4.0,26,5.0,836,3.0,412,22,132,59,28,183,1,11,6,8,4,0,0,0,0,0,1,0,Need Attention
5329,65,Doctoral,Divorced,35946.0,2,2013-09-27,24,4.0,4,0.0,11,0.0,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,Promising
610,61,Doctoral,Together,53593.0,2,2012-08-07,60,2.0,23,4.0,480,3.0,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,At Risk
9384,36,Bachelor,Married,66373.0,2,2013-06-12,57,2.0,23,4.0,606,3.0,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,At Risk
5956,66,Doctoral,Divorced,45072.0,3,2013-10-16,74,1.0,16,3.0,284,2.0,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,At Risk
10430,41,Bachelor,Divorced,89694.0,2,2013-10-09,22,4.0,14,2.0,1472,4.0,1126,28,211,37,28,42,3,4,3,4,5,0,1,0,0,1,1,0,Need Attention
7875,65,Bachelor,Married,72025.0,0,2014-04-29,46,3.0,26,5.0,1677,5.0,967,0,617,43,50,0,1,4,8,13,2,0,1,0,0,1,1,1,Loyal
7072,41,Bachelor,Married,67432.0,1,2013-03-29,69,2.0,19,3.0,1335,4.0,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,At Risk
6255,62,Master,Together,70545.0,1,2014-06-03,29,3.0,13,2.0,334,2.0,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,Promising
6516,25,Basic,Married,17487.0,1,2013-03-18,37,3.0,4,0.0,18,0.0,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,Promising
5564,45,Bachelor,Together,62882.0,1,2012-08-09,26,4.0,20,4.0,1338,4.0,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,Need Attention
5682,61,Doctoral,Single,64108.0,1,2013-03-23,8,5.0,30,5.0,1099,4.0,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,Best
7458,58,Master,Together,34941.0,2,2013-03-06,26,4.0,8,1.0,97,2.0,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,Promising
5237,64,Doctoral,Single,48767.0,3,2014-01-01,79,1.0,9,2.0,63,1.0,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,Hibernating
7761,36,Master,Together,38702.0,1,2013-08-01,71,1.0,9,2.0,109,2.0,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,Hibernating
5278,50,Bachelor,Married,82224.0,0,2014-01-25,83,1.0,21,4.0,902,3.0,307,26,360,138,31,40,1,6,9,5,3,0,1,0,0,0,0,0,At Risk
7235,39,Master,Married,17003.0,1,2013-12-09,37,3.0,9,2.0,38,1.0,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,Promising
